SHOPP ID,Supplementary Activity
21375,Do Not Include
21375,Do Not Include
21375,Asphalt Pavement Minor Rehab
21375,Replace or Rehabilitate Culvert
21375,Replace or Rehabilitate Culvert
21375,Miscellaneous Drainage Work
21375,Replace or Rehabilitate Culvert
21375,Replace or Rehabilitate Culvert
21375,Guard Rail 
21375,Improved Highway Geometry 
21375,Rumble Strips 
21375,Widen Shoulders 
21375,Safety Improvements
21375,Retaining Wall
21375,Class III Bike Routes 
21375,Do Not Include
21375,Do Not Include
21401,Replace or Rehabilitate Culvert
21401,Replace or Rehabilitate Culvert
21401,Replace or Rehabilitate Culvert
21401,Replace or Rehabilitate Culvert
21401,Replace or Rehabilitate Culvert
21401,Replace or Rehabilitate Culvert
21401,Miscellaneous Drainage Work
21401,Fish Passage Remediation 
21401,New Culvert
21401,New Culvert
21401,Miscellaneous Drainage Work
21401,Guard Rail 
21406,Replace or Rehabilitate Culvert
21406,Replace or Rehabilitate Culvert
21406,Fish Passage Remediation 
21406,Rumble Strips 
21406,Widen Shoulders 
21406,Sign Panel Replacement
21406,Safety Improvements
21406,Do Not Include
21413,Replace or Rehabilitate Culvert
21413,Replace or Rehabilitate Culvert
21413,Replace or Rehabilitate Culvert
21413,Replace or Rehabilitate Culvert
21413,Miscellaneous Drainage Work
21413,Miscellaneous Drainage Work
21413,Fish Passage Remediation 
21413,Guard Rail 
21413,Signing 
21605,Mitigation Planting
21606,Mitigation Planting
21685,Asphalt Pavement Major Rehab
21685,Median Barrier 
21685,Enhanced Pavement Surface Friction 
21685,Guard Rail 
21685,Rumble Strips 
21685,Safety Treatment to Reduce Collisions
21685,Sign Panel Replacement
21685,Worker Safety - Vegetation Control
21685,Class III Bike Routes 
21685,Do Not Include
21685,Concrete Pavement Major Rehab
21686,Asphalt Pavement Minor Rehab 
21686,Guard Rail 
21686,Safety Treatment to Reduce Collisions
21686,Sign Panel Replacement
21686,Worker Safety - Vegetation Control
21686,Class III Bike Routes 
21686,Do Not Include
21687,Asphalt Pavement Minor Rehab 
21687,Enhanced Pavement Surface Friction 
21687,Guard Rail 
21687,Rumble Strips 
21687,Safety Treatment to Reduce Collisions
21687,Sign Panel Replacement
21687,Census Station 
21687,Worker Safety - Vegetation Control
21687,Class III Bike Routes 
21687,Do Not Include
21701,Mitigation Planting
21751,Improved Highway Geometry 
21751,Safety Improvements
21782,Asphalt Pavement Major Rehab
21782,Replace or Rehabilitate Culvert
21782,Replace or Rehabilitate Culvert
21782,Miscellaneous Drainage Work
21782,Replace or Rehabilitate Culvert
21782,Replace or Rehabilitate Culvert
21782,Improved Highway Geometry 
21782,Safety Improvements
21782,Class III Bike Routes 
21782,Do Not Include
21817,Bridge Rehabilitation 
21817,Bridge Rehabilitation 
21817,Do Not Include
21817,Do Not Include
21817,Emergency Opening 
21845,Emergency Opening 
21895,Emergency Opening 
21895,Emergency Opening 
21895,Emergency Opening 
21921,Asphalt Pavement Minor Rehab 
21921,Replace or Rehabilitate Culvert
21921,Replace or Rehabilitate Culvert
21921,Miscellaneous Drainage Work
21921,Miscellaneous Drainage Work
21921,Crash Cushions 
21921,Guard Rail 
21921,Do Not Include
21921,Do Not Include
21921,Permanent Restoration 
21921,Retaining Wall
21921,Rock Slope Protection
21921,Do Not Include
21945,Asphalt Pavement Major Rehab
21945,Replace or Rehabilitate Culvert
21945,Replace or Rehabilitate Culvert
21945,Replace or Rehabilitate Culvert
21945,Replace or Rehabilitate Culvert
21945,Miscellaneous Drainage Work
21945,Miscellaneous Drainage Work
21945,New Culvert
21945,New Culvert
21945,Miscellaneous Drainage Work
21945,Crash Cushions 
21945,Guard Rail 
21945,Pave Shoulders 
21945,Rumble Strips 
21945,Worker Safety - Safe Access
21945,Worker Safety - Vegetation Control
21945,Class III Bike Routes 
21945,Permanent Restoration 
21945,Retaining Wall
21946,Do Not Include
21946,Do Not Include
21946,Asphalt Pavement Minor Rehab 
21946,Guard Rail 
21946,Rumble Strips 
21946,Signing 
21946,Worker Safety - Vegetation Control
21946,Class III Bike Routes 
21946,Do Not Include
21946,Roadway Adapted To Address Climate Change Threats/Vulnerability 
21946,Use of Recycled/Reclaimed Materials  
21946,Permanent Restoration 
21946,Retaining Wall
21946,Rock Slope Protection
21946,Do Not Include
21994,Asphalt Pavement Minor Rehab 
21994,Guard Rail 
21994,Sign Panel Replacement
21994,Class III Bike Routes 
21994,Do Not Include
21995,Asphalt Pavement Minor Rehab 
21995,Guard Rail 
21995,Sign Panel Replacement
21995,Class III Bike Routes 
21995,Do Not Include
22000,Miscellaneous Drainage Work
22000,Median Barrier 
22000,Safety Improvements
22000,Do Not Include
22000,Do Not Include
22124,Replace or Rehabilitate Culvert
22124,Replace or Rehabilitate Culvert
22124,Replace or Rehabilitate Culvert
22124,Replace or Rehabilitate Culvert
22124,Fish Passage Remediation 
22124,Do Not Include
22124,Total Maximum Daily Load Mitigation  
22126,Asphalt Pavement Minor Rehab 
22126,Guard Rail 
22126,Sign Panel Replacement
22126,Class III Bike Routes 
22126,Do Not Include
22198,Replace or Rehabilitate Culvert
22198,Replace or Rehabilitate Culvert
22198,Emergency Opening 
22235,Emergency Opening 
22235,Miscellaneous Major Work
22235,Emergency Opening 
22235,Miscellaneous Major Work
22235,Emergency Opening 
22235,Miscellaneous Major Work
22235,Emergency Opening 
22235,Miscellaneous Major Work
22238,Emergency Opening 
22238,Miscellaneous Major Work
22252,Mitigation Planting
22253,Median Barrier 
22253,Do Not Include
22253,Do Not Include
22256,Bridge Rail 
22256,Do Not Include
22256,Do Not Include
22305,Mitigation Planting
22312,Mitigation Planting
22342,Bridge Replacement/New Construction 
22342,Bridge Replacement/New Construction 
22342,Bridge Replacement/New Construction 
22342,Bridge Replacement/New Construction 
22342,Bridge Replacement/New Construction 
22342,Bridge Rail 
22342,Do Not Include
22342,Do Not Include
22342,Replace or Rehabilitate Culvert
22342,Replace or Rehabilitate Culvert
22342,Bridge Access for Pedestrians and Bicyclists 
22342,Class III Bike Routes 
22373,Improved Highway Geometry 
22373,Rumble Strips 
22373,Widen Shoulders 
22373,Safety Improvements
22373,Class III Bike Routes 
22373,Do Not Include
22527,Replace or Rehabilitate Culvert
22527,Replace or Rehabilitate Culvert
22527,Miscellaneous Drainage Work
22527,Emergency Opening 
22527,Rock Slope Protection
22536,Miscellaneous Bridge Work
22536,Hazardous Waste Mitigation 
9263,Bridge Rail 
9263,Bridge Rehabilitation 
9263,Bridge Rehabilitation 
9263,Do Not Include
9263,Do Not Include
9263,Worker Safety - Miscellaneous Paving/Treatment
9263,Do Not Include
9263,Do Not Include
9263,Bridge Rail 
9263,Bridge Rehabilitation 
9263,Bridge Rehabilitation 
9263,Do Not Include
9263,Do Not Include
9297,Replace or Rehabilitate Culvert
9297,Replace or Rehabilitate Culvert
9297,Miscellaneous Drainage Work
9297,Miscellaneous Drainage Work
9297,Do Not Include
9297,Do Not Include
9297,Replace or Rehabilitate Culvert
9297,Replace or Rehabilitate Culvert
9297,Miscellaneous Drainage Work
9297,Miscellaneous Drainage Work
9297,Replace or Rehabilitate Culvert
9297,Replace or Rehabilitate Culvert
9297,Miscellaneous Drainage Work
9297,Miscellaneous Drainage Work
9298,Replace or Rehabilitate Culvert
9298,Replace or Rehabilitate Culvert
9298,New Culvert
9298,New Culvert
9298,Replace or Rehabilitate Culvert
9298,Replace or Rehabilitate Culvert
9298,New Culvert
9298,New Culvert
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Miscellaneous Drainage Work
9299,Do Not Include
9299,Do Not Include
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Miscellaneous Drainage Work
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Miscellaneous Drainage Work
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Miscellaneous Drainage Work
9299,Replace or Rehabilitate Culvert
9299,Replace or Rehabilitate Culvert
9299,Miscellaneous Drainage Work
9299,Miscellaneous Drainage Work
11180,Permanent Restoration 
11242,Crash Cushions 
11242,Guard Rail 
11242,Safety Treatment to Reduce Collisions
11242,Do Not Include
11242,Do Not Include
11306,Asphalt Pavement Minor Rehab 
11306,Replace or Rehabilitate Culvert
11306,Replace or Rehabilitate Culvert
11306,Miscellaneous Drainage Work
11306,Miscellaneous Drainage Work
11306,Crash Cushions 
11306,Guard Rail 
11306,Safety Treatment to Reduce Collisions
11306,Sign Panel Replacement
11306,Restripe Bikeways 
11306,Do Not Include
11306,Do Not Include
11347,Guard Rail 
11347,Safety Treatment to Reduce Collisions
11347,Class III Bike Routes 
11347,Do Not Include
11366,Asphalt Pavement Minor Rehab
11366,Replace or Rehabilitate Culvert
11366,Replace or Rehabilitate Culvert
11366,Guard Rail 
11366,Do Not Include
11366,Pedestrian Access/Sidewalks
11366,Do Not Include
11366,Do Not Include
13276,Guard Rail 
13276,Safety Treatment to Reduce Collisions
13276,Do Not Include
13276,Do Not Include
13276,Do Not Include
13295,Miscellaneous Bridge Work
13417,Guard Rail 
13417,Worker Safety - Safe Access
13417,Do Not Include
13417,Do Not Include
13450,Erosion Control
13450,Retaining Wall
13450,Rock Slope Protection
13450,Slide Removal or Slope Excavation
13450,Do Not Include
13450,Permanent Restoration 
13450,Do Not Include
13541,Replace or Rehabilitate Culvert
13541,Replace or Rehabilitate Culvert
13541,Guard Rail 
13541,Safety Treatment to Reduce Collisions
13541,Do Not Include
13542,Safety Treatment to Reduce Collisions
13542,Repair Existing Sidewalk 
13542,Repair/upgrade or new curb ramp
13542,New/Modify Crosswalk
13542,Do Not Include
13542,Do Not Include
13559,Bridge Rehabilitation 
13559,Bridge Rehabilitation 
13559,Bridge Rehabilitation 
13559,Fish Passage Remediation 
13559,Do Not Include
13559,Do Not Include
13559,Do Not Include
13597,Flashing Beacons 
13597,Rehabilitate or Install New Lighting
13597,Signing 
13597,Traffic Signals 
13597,New Sidewalk 
13597,Repair/Upgrade or New Curb Ramp
13597,Install Accessible Pedestrian Signal 
13597,Modify Driveway 
13597,Do Not Include
13597,Bike Parking 
13597,Do Not Include
13597,Do Not Include
13623,Guard Rail 
13623,Safety Treatment to Reduce Collisions
13623,Do Not Include
13623,Do Not Include
13629,Bridge Rehabilitation 
13629,Bridge Rehabilitation 
13629,Bridge Rehabilitation 
13629,Bridge Rehabilitation 
13629,Bridge Rehabilitation 
13629,Fish Passage Remediation 
13629,Do Not Include
13629,Do Not Include
13681,Asphalt Pavement Minor Rehab
13681,"Paving  Ramps, Connectors and/or Shoulders"
13681,Guard Rail 
13681,Class III Bike Routes 
13681,Do Not Include
13682,Asphalt Pavement Minor Rehab 
13682,Do Not Include
13682,Do Not Include
13682,Do Not Include
13692,Concrete Pavement Major Rehab
13692,"Paving  Ramps, Connectors and/or Shoulders"
13692,Guard Rail 
13692,Erosion Control
13692,Do Not Include
13692,Do Not Include
13692,Do Not Include
13731,Crash Cushions 
13731,Worker Safety - Safe Access
13731,Worker Safety - Barriers
13731,Worker Safety - Miscellaneous Paving/Treatment
13731,Worker Safety - Miscellaneous Paving/Treatment
13731,Worker Safety - Miscellaneous Paving/Treatment
13731,Worker Safety - Miscellaneous Facilities and Equipment 
13731,Do Not Include
13731,Do Not Include
13731,Do Not Include
13741,Replace or Rehabilitate Culvert
13741,Replace or Rehabilitate Culvert
13741,Replace or Rehabilitate Culvert
13741,Replace or Rehabilitate Culvert
13741,Replace or Rehabilitate Culvert
13741,Daily Vehicle Hours of Delay (DVHD) Reduced 
13741,Do Not Include
13741,Do Not Include
13741,Do Not Include
13741,Do Not Include
13803,Bridge Replacement/New Construction 
13803,Bridge Replacement/New Construction 
13803,Bridge Replacement/New Construction 
13803,Bridge Replacement/New Construction 
13803,Bridge Replacement/New Construction 
13803,Bridge Rail 
13803,Fish Passage Remediation 
13803,Do Not Include
13803,Do Not Include
13803,Do Not Include
13803,Bridge Rail 
13803,Do Not Include
13803,Do Not Include
13803,Bridge Rail 
13803,Do Not Include
13803,Do Not Include
13804,Bridge Replacement/New Construction 
13804,Bridge Replacement/New Construction 
13804,Bridge Replacement/New Construction 
13804,Bridge Replacement/New Construction 
13804,Bridge Replacement/New Construction 
13804,Bridge Rail 
13804,Do Not Include
13804,Do Not Include
13804,Do Not Include
13804,Do Not Include
13804,Do Not Include
13804,Do Not Include
13813,Concrete Pavement Major Rehab
13813,Repair/upgrade or new curb ramp
13813,Auxiliary Lanes 
13813,Do Not Include
13813,Do Not Include
13813,Do Not Include
13834,Replace or Rehabilitate Culvert
13834,Replace or Rehabilitate Culvert
13834,Miscellaneous Drainage Work
13834,Do Not Include
13834,Do Not Include
13834,Replace or Rehabilitate Culvert
13834,Replace or Rehabilitate Culvert
13834,Miscellaneous Drainage Work
13834,Replace or Rehabilitate Culvert
13834,Replace or Rehabilitate Culvert
13834,Miscellaneous Drainage Work
13834,New Culvert
13834,New Culvert
13855,Bridge Replacement/New Construction 
13855,Bridge Replacement/New Construction 
13855,Bridge Replacement/New Construction 
13855,Bridge Replacement/New Construction 
13855,Bridge Rail 
13855,Bridge Approach Slabs 
13855,Do Not Include
13855,Do Not Include
13855,Do Not Include
13855,Do Not Include
14034,Safety Roadside Rest Area 
14039,"Paving  Ramps, Connectors and/or Shoulders"
14039,Closed-Circuit Television 
14039,Ramp Meter 
14039,Do Not Include
14039,Do Not Include
14092,Bridge Replacement/New Construction 
14092,Bridge Replacement/New Construction 
14092,Bridge Replacement/New Construction 
14092,Bridge Replacement/New Construction 
14092,Bridge Replacement/New Construction 
14092,Bridge Rail 
14092,Bridge Approach Slabs 
14092,Do Not Include
14092,Do Not Include
14092,Bridge Access for Pedestrians and Bicyclists 
14092,Do Not Include
14092,Do Not Include
15687,Asphalt Pavement Minor Rehab
15687,"Paving  Ramps, Connectors and/or Shoulders"
15687,Guard Rail 
15687,Guard Rail 
15687,Pedestrian Access/Sidewalks
15687,Do Not Include
15691,Replace or Rehabilitate Culvert
15691,Replace or Rehabilitate Culvert
15691,Replace or Rehabilitate Culvert
15691,Replace or Rehabilitate Pump Plants 
15691,Miscellaneous Drainage Work
15691,Do Not Include
15693,Miscellaneous Drainage Work
15693,Census Station 
15693,Vehicle Detection 
15693,Shoulders - New & Widening 
15693,Daily Vehicle Hours of Delay (DVHD) Reduced 
15693,Auxiliary Lanes 
15693,Erosion Control
15693,Do Not Include
15693,Do Not Include
16180,Fiber Optics (Communications)
16180,Traffic Signals 
16180,Do Not Include
16180,Do Not Include
16542,Replace or Rehabilitate Pump Plants 
16542,Do Not Include
16542,Do Not Include
16545,Crash Cushions 
16545,Guard Rail 
16545,Safety Treatment to Reduce Collisions
16545,Class III Bike Routes 
16545,Do Not Include
16612,Daily Vehicle Hours of Delay (DVHD) Reduced 
16612,Do Not Include
16621,Roundabouts 
16621,Safety Improvements
16635,Crash Cushions 
16635,Guard Rail 
16635,Safety Treatment to Reduce Collisions
16635,Do Not Include
16635,Do Not Include
16734,Bridge Rail 
16734,Do Not Include
16734,Do Not Include
16734,Concrete Pavement Major Rehab
16734,Replace or Rehabilitate Culvert
16734,Replace or Rehabilitate Culvert
16734,Crash Cushions 
16734,Guard Rail 
16734,Safety Treatment to Reduce Collisions
16734,Rehabilitate or Install New Lighting
16734,Sign Panel Replacement
16734,Changeable Message Sign 
16734,Closed-Circuit Television 
16734,Vehicle Detection 
16734,Intersection Improvements 
16734,Extinguishable Message Sign 
16734,Repair/Upgrade or New Curb Ramp
16734,Install Accessible Pedestrian Signal 
16734,Upgrade/New Detectable Warning Surface 
16734,Daily Vehicle Hours of Delay (DVHD) Reduced 
16734,Do Not Include
16734,Worker Safety - Miscellaneous Paving/Treatment
16734,Do Not Include
16734,Do Not Include
16734,Do Not Include
16769,Bridge Rail 
16769,Bridge Rehabilitation 
16769,Bridge Rehabilitation 
16769,Do Not Include
16769,Do Not Include
16769,Do Not Include
16774,Bridge Preservation 
16774,Fish Passage Remediation 
16774,Do Not Include
16774,Do Not Include
16774,Do Not Include
16946,Bridge Rail 
16946,Bridge Widening 
16946,Fish Passage Remediation 
16946,Do Not Include
16946,Bridge Access for Pedestrians and Bicyclists 
16946,Do Not Include
16964,Replace or Rehabilitate Pump Plants 
16964,Do Not Include
16964,Do Not Include
17099,Bridge Replacement/New Construction 
17099,Bridge Replacement/New Construction 
17099,Bridge Replacement/New Construction 
17099,Bridge Replacement/New Construction 
17099,Bridge Rail 
17099,Bridge Approach Slabs 
17099,Do Not Include
17099,Do Not Include
17099,Do Not Include
17099,Pedestrian Access/Sidewalks
17099,Do Not Include
17099,Do Not Include
17099,Do Not Include
17135,Bridge Rehabilitation 
17135,Bridge Rehabilitation 
17135,Bridge Rehabilitation 
17135,Bridge Approach Slabs 
17135,Fish Passage Remediation 
17135,Do Not Include
17135,Do Not Include
17135,Do Not Include
17145,Asphalt Pavement Minor Rehab 
17145,Rehabilitate or Install New Lighting
17145,Closed-Circuit Television 
17145,Traffic Signals 
17145,Roadside Weather Information Station 
17145,Do Not Include
17214,Asphalt Pavement Major Rehab
17214,Rehabilitate or Install New Lighting
17214,Sign Panel Replacement
17214,Census Station 
17214,Traffic Signals 
17214,Do Not Include
17214,Do Not Include
17214,Total Maximum Daily Load Mitigation  
17214,Do Not Include
17279,Maintenance Facility 
17279,Do Not Include
17279,Do Not Include
17279,Do Not Include
17280,Maintenance Facility 
17280,Do Not Include
17280,Do Not Include
17280,Do Not Include
17307,Closed-Circuit Television 
17307,Fiber Optics (Communications)
17307,Vehicle Detection 
17307,Central Traffic Systems Improvements
17307,Roadside Weather Information Station 
17307,Worker Safety - Safe Access
17307,Do Not Include
17307,Do Not Include
17307,Do Not Include
17357,Replace or Rehabilitate Culvert
17357,Replace or Rehabilitate Culvert
17357,Miscellaneous Drainage Work
17357,Do Not Include
17357,Do Not Include
17357,Do Not Include
17357,Replace or Rehabilitate Culvert
17357,Replace or Rehabilitate Culvert
17357,Miscellaneous Drainage Work
17357,Do Not Include
17357,Do Not Include
17357,Replace or Rehabilitate Culvert
17357,Replace or Rehabilitate Culvert
17367,Improved Highway Geometry 
17367,Safety Improvements
17367,Do Not Include
17367,Do Not Include
17442,Guard Rail 
17442,Closed-Circuit Television 
17442,Ramp Meter 
17442,Traffic Signals 
17442,Retaining Wall
17442,Do Not Include
17442,Do Not Include
17444,Erosion Control
17444,Planting 
17444,Planting 
17444,Irrigation System 
17444,Landscape Elements 
17444,Safety Roadside Rest Area Building 
17444,Water & Wastewater Treatment  at Safety Roadside Rest Area 
17444,Safety Roadside Rest Area Site Improvements 
17444,Safety Roadside Rest Area Parking 
17444,Safety Roadside Rest Area 
17444,Enhanced Crosswalk Visibility 
17444,Install LED Lighting  
17444,Install Shade for Pedestrian Access 
17444,Pedestrian Access/Sidewalks
17444,Install Solar Panel  
17444,Install Cool/Reflective or Green Roof  
17444,Cool Pavement/Permeable Pavement/Light Colored Pavement 
17444,Use of Recycled/Reclaimed Materials  
17507,Replace or Rehabilitate Culvert
17507,Replace or Rehabilitate Culvert
17507,Do Not Include
17507,Do Not Include
17507,Do Not Include
17507,Replace or Rehabilitate Culvert
17507,Replace or Rehabilitate Culvert
17507,Do Not Include
17507,Do Not Include
17507,Do Not Include
17507,Replace or Rehabilitate Culvert
17507,Replace or Rehabilitate Culvert
17507,Do Not Include
17507,Do Not Include
17507,Do Not Include
17508,Bridge Preservation 
17508,Fish Passage Remediation 
17508,Do Not Include
17508,Do Not Include
17508,Do Not Include
17863,Roadway Protective Betterments 
17948,New Sidewalk 
17948,Repair Existing Sidewalk 
17948,Repair/Upgrade or New Curb Ramp
17948,Repair/upgrade or new curb ramp
17948,Install Accessible Pedestrian Signal 
17948,Upgrade/New Detectable Warning Surface 
17948,Do Not Include
17948,Pedestrian Access/Sidewalks
17948,Do Not Include
17948,Do Not Include
17950,Closed-Circuit Television 
17950,Vehicle Detection 
17950,Repair Existing Sidewalk 
17950,Repair/upgrade or new curb ramp
17950,Install Accessible Pedestrian Signal 
17950,Upgrade/New Detectable Warning Surface 
17950,Do Not Include
18073,Guard Rail 
18073,Changeable Message Sign 
18073,Closed-Circuit Television 
18073,Fiber Optics (Communications)
18073,Vehicle Detection 
18073,Vehicle Detection 
18073,Roadside Weather Information Station 
18073,Retaining Wall
18073,Do Not Include
18073,Do Not Include
18104,Replace or Rehabilitate Culvert
18104,Replace or Rehabilitate Culvert
18104,Do Not Include
18104,Do Not Include
18104,Do Not Include
18104,Replace or Rehabilitate Culvert
18104,Replace or Rehabilitate Culvert
18104,Do Not Include
18104,Do Not Include
18104,Replace or Rehabilitate Culvert
18104,Replace or Rehabilitate Culvert
18104,Do Not Include
18104,Do Not Include
18275,Vehicle Detection 
18275,Do Not Include
18276,Vehicle Detection 
18276,Do Not Include
18276,Do Not Include
18329,Bridge Rail 
18329,Do Not Include
18329,Do Not Include
18329,Concrete Pavement Minor Rehab 
18329,Replace or Rehabilitate Culvert
18329,Replace or Rehabilitate Culvert
18329,Guard Rail 
18329,Safety Treatment to Reduce Collisions
18329,Closed-Circuit Television 
18329,Vehicle Detection 
18329,New Sidewalk 
18329,Repair Existing Sidewalk 
18329,Repair/Upgrade or New Curb Ramp
18329,Repair/upgrade or new curb ramp
18329,Do Not Include
18329,Do Not Include
18329,Do Not Include
18329,Concrete Pavement Minor Rehab 
18329,Replace or Rehabilitate Culvert
18329,Replace or Rehabilitate Culvert
18330,Asphalt Pavement Minor Rehab 
18330,Replace or Rehabilitate Culvert
18330,Replace or Rehabilitate Culvert
18330,Miscellaneous Drainage Work
18330,Replace or Rehabilitate Pump Plants 
18330,Miscellaneous Drainage Work
18330,Rehabilitate or Install New Lighting
18330,Sign Panel Replacement
18330,Repair Existing Sidewalk 
18330,Repair/upgrade or new curb ramp
18330,Install Accessible Pedestrian Signal 
18330,Modify Driveway 
18330,Traffic Signals 
18330,Do Not Include
18330,Worker Safety - Miscellaneous Paving/Treatment
18330,Worker Safety - Miscellaneous Paving/Treatment
18330,Do Not Include
18330,Do Not Include
18330,Do Not Include
18336,Flashing Beacons 
18336,Rehabilitate or Install New Lighting
18336,Roundabouts 
18336,Safety Treatment to Reduce Collisions
18336,Intersection Improvements 
18336,New Sidewalk 
18336,Repair/Upgrade or New Curb Ramp
18336,New/Modify Crosswalk
18336,Daily Vehicle Hours of Delay (DVHD) Reduced 
18336,Do Not Include
18336,Class III Bike Routes 
18336,Do Not Include
18336,Do Not Include
18336,Flashing Beacons 
18336,Rehabilitate or Install New Lighting
18336,Roundabouts 
18336,Safety Treatment to Reduce Collisions
18336,Intersection Improvements 
18336,Repair/upgrade or new curb ramp
18336,New/Modify Crosswalk
18336,Daily Vehicle Hours of Delay (DVHD) Reduced 
18336,Do Not Include
18337,Flashing Beacons 
18337,Rehabilitate or Install New Lighting
18337,Roundabouts 
18337,Traffic Signals 
18337,Intersection Improvements 
18337,Shoulders - New & Widening 
18337,Daily Vehicle Hours of Delay (DVHD) Reduced 
18337,Do Not Include
18337,Do Not Include
18344,Asphalt Pavement Minor Rehab
18344,Replace or Rehabilitate Culvert
18344,Replace or Rehabilitate Culvert
18344,Miscellaneous Drainage Work
18344,New Culvert
18344,New Culvert
18344,Guard Rail 
18344,Safety Treatment to Reduce Collisions
18344,Overhead Sign Structures Rehabilitation 
18344,Sign Panel Replacement
18344,Worker Safety - Miscellaneous Paving/Treatment
18344,Do Not Include
18344,Do Not Include
18344,Do Not Include
18408,Closed-Circuit Television 
18408,Fiber Optics (Communications)
18408,Vehicle Detection 
18408,Repair Existing Sidewalk 
18408,Repair/upgrade or new curb ramp
18408,Install Accessible Pedestrian Signal 
18408,Central Traffic Systems Improvements
18408,Do Not Include
18408,Do Not Include
18408,Do Not Include
18408,Do Not Include
18408,Do Not Include
18410,Guard Rail 
18410,Guard Rail 
18410,Safety Treatment to Reduce Collisions
18410,Do Not Include
18410,Do Not Include
18410,Do Not Include
18744,Guard Rail 
18744,Safety Treatment to Reduce Collisions
18744,Do Not Include
18744,Do Not Include
18744,Trash Reduction  
18744,Do Not Include
18746,Vehicle Detection 
18746,Do Not Include
18746,Do Not Include
18746,Do Not Include
18749,Bridge Rehabilitation 
18749,Bridge Rehabilitation 
18749,Bridge Rehabilitation 
18749,Bridge Rehabilitation 
18749,Fish Passage Remediation 
18749,Do Not Include
18749,Do Not Include
18749,Do Not Include
18749,Do Not Include
18750,Bridge Preservation 
18750,Bridge Approach Slabs 
18750,Fish Passage Remediation 
18750,Do Not Include
18750,Do Not Include
18750,Do Not Include
18750,Do Not Include
18751,New Sidewalk 
18751,Repair Existing Sidewalk 
18751,Repair/upgrade or new curb ramp
18751,Do Not Include
18751,Do Not Include
18751,Do Not Include
18751,Do Not Include
18751,New Sidewalk 
18751,Repair Existing Sidewalk 
18751,Repair/upgrade or new curb ramp
18751,Do Not Include
18752,Asphalt Pavement Major Rehab
18752,Repair Existing Sidewalk 
18752,Repair/upgrade or new curb ramp
18752,Do Not Include
18752,Do Not Include
18752,Do Not Include
18752,Do Not Include
18755,Changeable Message Sign 
18755,Closed-Circuit Television 
18755,Vehicle Detection 
18755,Extinguishable Message Sign 
18755,Highway Advisory Radio 
18755,Roadside Weather Information Station 
18755,Worker Safety - Safe Access
18755,Do Not Include
18755,Do Not Include
18755,Do Not Include
18755,Changeable Message Sign 
18755,Closed-Circuit Television 
18755,Vehicle Detection 
18755,Extinguishable Message Sign 
18755,Highway Advisory Radio 
18755,Roadside Weather Information Station 
18755,Worker Safety - Safe Access
18755,Changeable Message Sign 
18755,Closed-Circuit Television 
18755,Vehicle Detection 
18755,Extinguishable Message Sign 
18755,Highway Advisory Radio 
18755,Roadside Weather Information Station 
18755,Worker Safety - Safe Access
18755,Changeable Message Sign 
18755,Closed-Circuit Television 
18755,Vehicle Detection 
18755,Extinguishable Message Sign 
18755,Highway Advisory Radio 
18755,Roadside Weather Information Station 
18755,Worker Safety - Safe Access
18762,Bridge Replacement/New Construction 
18762,Bridge Replacement/New Construction 
18762,Bridge Replacement/New Construction 
18762,Bridge Replacement/New Construction 
18762,Bridge Replacement/New Construction 
18762,Bridge Rail 
18762,Do Not Include
18762,Do Not Include
18762,Do Not Include
18762,Do Not Include
18779,Bridge Replacement/New Construction 
18779,Bridge Replacement/New Construction 
18779,Bridge Replacement/New Construction 
18779,Bridge Replacement/New Construction 
18779,Bridge Replacement/New Construction 
18779,Bridge Rail 
18779,Bridge Approach Slabs 
18779,Fish Passage Remediation 
18779,Do Not Include
18779,Do Not Include
18779,Do Not Include
18779,Do Not Include
18780,Asphalt Pavement Minor Rehab 
18780,Traffic Signals 
18780,Do Not Include
18780,Do Not Include
18780,Do Not Include
18789,Replace or Rehabilitate Culvert
18789,Replace or Rehabilitate Culvert
18789,Rehabilitate or Install New Lighting
18789,Sign Panel Replacement
18789,Closed-Circuit Television 
18789,Vehicle Detection 
18789,Intersection Improvements 
18789,Shoulders - New & Widening 
18789,Daily Vehicle Hours of Delay (DVHD) Reduced 
18789,Do Not Include
18789,Do Not Include
18789,Do Not Include
18789,Do Not Include
18789,Closed-Circuit Television 
18789,Vehicle Detection 
18789,Intersection Improvements 
18789,Shoulders - New & Widening 
18789,Pave Shoulders 
18789,Closed-Circuit Television 
18789,Vehicle Detection 
18789,Intersection Improvements 
18789,New Culvert
18789,New Culvert
18789,Closed-Circuit Television 
18789,Vehicle Detection 
18789,Intersection Improvements 
18789,Shoulders - New & Widening 
18797,Changeable Message Sign 
18797,Closed-Circuit Television 
18797,Vehicle Detection 
18797,Ramp Meter 
18797,Roadside Weather Information Station 
