SHOPP ID,Caltrans District,County,Route,Begin Mile,End Mile,Primary Work,Planning or Post-Planning? ,Advertised Year,Project Cost ($K),SB-1 Priority,EFIS ID,EA,MPO/RTPA,Tool Section,Long- Lead?,Nickname,District Portal Link,Project Link,Organization,Street Address,Mailing Address,Phone,Email,Performance Value,Performance output,All perfromance data consistent with CTIPS?,Check  AM tool vs programming,Check AM tool vs programming units,AM tool data,AM tool unit,Project Description,County abbreviation,Latitude to use,Longitude to use,CA State Assembly District,CA State Senate District,U.S. Congressional District,Project Status,Project Location,Primary Scope
21786,5,San Luis Obispo,101,Various,Various,Facilities,Planning,2024/25,16602.0, ,520000150.0,1K681,San Luis Obispo (SLOCOG),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,8096.0,Square Feet,Ok,Ok,Ok,8096.0,Square Feet,The scope of this planned project is under development in San Luis Obispo County on Route 101 with primary work on Facilities.  ,SLO,35.34355271,-120.6280673,28,17,24,In Planning,San Luis Obispo 101 - Various / Various,8096 Square Feet
20011,5,San Luis Obispo,Various,Various,Various,Facilities,Post-Planning,2023/24,74995.0, ,518000234.0,1K680,San Luis Obispo (SLOCOG),PRG,No,D.O. and Maintenance Station,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,1.0,Location(s),Check,Check,Check,103005.0,Square Feet,"In the city of San Luis Obispo, at 4485 Vachell Lane.  Construct new Maintenance station and material and testing laboratory for construction office.
(G13 Contingency)",SLO,35.388057700000005,-120.40494540000002,28,17,24,In Design,San Luis Obispo Various - Various / Various,1 Location(s)
21349,5,Santa Barbara,1,15.6,,Bridge,Post-Planning,2020/21,100.0,Yes,518000097.0,0A051,Santa Barbara (SBCAG),PRG,No,Salsipuedes Biological Monitoring,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Bridge(s),Ok,Ok,Ok,0.0,Bridge(s),"Near Lompoc, at the Salsipuedes Creek Bridge No. 51-0095.  Biological monitoring mitigation for project EA 0A050.",SB,34.59678583,-120.41260109999999,26,19,24,In Design,Santa Barbara 1 - 15.6 / ,0 Bridge(s)
20026,5,Santa Barbara,1,23,M29.891,Pavement,Planning,2026/27,13176.0,Yes,,,Santa Barbara (SBCAG),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,27.243000000000002,Lane mile(s),Ok,Ok,Ok,27.243000000000002,Lane mile(s),"The scope of this planned project is under development in Santa Barbara County on Route 1 with primary work on Pavement.  Project will address 27.2 lane miles of pavement, 4 TMS element(s), and 6 drainage system(s).",SB,34.67425603,-120.45696699999999,28,19,24,Conceptual,Santa Barbara 1 - 23 / M29.891,27.243 Lane mile(s)
19095,5,Santa Barbara,1,49.2,50.4,Mobility - ADA,Post-Planning,2023/24,11070.0, ,513000026.0,1E030,Santa Barbara (SBCAG),PRG,No,Guadalupe ADA,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,28.0,Curb ramp(s),Ok,Ok,Ok,28.0,Curb ramp(s),"In Guadalupe, from Route 166 (West Main Street) to 0.1 mile south of Santa Maria River Bridge; also on Route 166, from Route 1 to Obispo Street (PM 0.0/0.2).  Upgrade curb ramps and other facilities to Americans with Disabilities Act (ADA) standards.",SB,34.95753858,-120.5740146,28,19,24,In Design,Santa Barbara 1 - 49.2 / 50.4,28 Curb ramp(s)
21705,5,Santa Barbara,1,49.2,50.606,Pavement,Planning,2027/28,3098.0,Yes,,,Santa Barbara (SBCAG),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,4.74,Lane mile(s),Ok,Ok,Ok,4.74,Lane mile(s),"The scope of this planned project is under development in Santa Barbara County on Route 1 with primary work on Pavement.  Project will address 4.7 lane miles of pavement, and 1 TMS element(s).",SB,34.95753858,-120.5740146,28,19,24,Conceptual,Santa Barbara 1 - 49.2 / 50.606,4.74 Lane mile(s)
22186,5,Santa Barbara,1,M29.89,R35.09,Safety Improvements,Planning,2022/23,3792.0, ,520000058.0,1M740,Santa Barbara (SBCAG),TYP,No,"SB/SLO Rumble Strip, Delineation, Sign Project",https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,15.0,Collision(s) reduced,Ok,Ok,Ok,15.0,Collision(s) reduced,The scope of this planned project is under development in Santa Barbara County on Route 1 with primary work on Safety Improvements.  ,SB,34.75087098,-120.5204999,28,19,24,Conceptual,Santa Barbara 1 - M29.89 / R35.09,15 Collision(s) reduced
13815,5,Santa Barbara,1,M29.900,49.2,Pavement,Post-Planning,2019/20,12576.0,Yes,514000110.0,1G130,Santa Barbara (SBCAG),PPC,No,Solomon Canyon CAPM,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,18.5,Lane mile(s),Ok,Ok,Ok,18.474,Lane mile(s),"Near Santa Maria, from California Boulevard to Route 166.  Pavement rehabilitation.",SB,34.75089011,-120.52036880000001,28,19,24,In Design,Santa Barbara 1 - M29.900 / 49.2,18.5 Lane mile(s)
9242,5,Santa Barbara,1,M33.100,,Bridge,Post-Planning,2021/22,4832.0,Yes,514000063.0,1F810,Santa Barbara (SBCAG),PRG,No,Route 1/San Antonio Creek Bridge Scour Mitigation,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,2.0,Bridge(s),Ok,Ok,Ok,2.0,Bridge(s),"Near Lompoc, at San Antonio Creek Bridge No. 51-0237L/R.  Bridge scour mitigation.",SB,34.77577638,-120.48514399999999,28,19,24,In Design,Santa Barbara 1 - M33.100 / ,2 Bridge(s)
16474,5,Santa Barbara,1,R35.000,49.2,Safety - Collision Reduction,Post-Planning,2023/24,28748.0, ,516000097.0,1H610,Santa Barbara (SBCAG),PRG,No,Solomon Canyon Rumble Strip/Shoulder Widening,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,26.0,Collision(s) reduced,Check,Check,Ok,103.0,Collision(s) reduced,"Near Santa Maria, from 0.2 mile north of Route 135 Junction to Route 166 Junction.  Widen shoulders, install rumble strips, upgrade guardrails and relocate objects from within the clear recovery zone.",SB,34.85722704,-120.4534865,28,19,24,In Design,Santa Barbara 1 - R35.000 / 49.2,26 Collision(s) reduced
22426,5,Santa Barbara,101,2.6,R4.8,Pavement,Post-Planning,2019/20,63560.0,Yes,520000030.0,0N7AU,Santa Barbara (SBCAG),PRG,No,Carpinteria to Santa Barbara Widening - Segment 4A,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,7.9,Lane mile(s),Ok,Ok,Ok,7.86,Lane mile(s),"In Carpinteria, from Casitas Pass Overcrossing to 0.5 mile south of South Padaro Lane.  Rehabilitate roadway.",SB,34.39642025,-119.5112053,26,19,24,In Design,Santa Barbara 101 - 2.6 / R4.8,7.9 Lane mile(s)
22355,5,Santa Barbara,101,2.6,R4.800,Pavement,Post-Planning,2020/21,3550.0,Yes,520000052.0,1C8A1,Santa Barbara (SBCAG),PRG,No,Rehab Segment 4A Mitigation Planting,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Lane mile(s),Check,,,,,"In Carpinteria, from Casitas Pass Overcrossing to 0.5 mile south of South Padaro Lane. Environmental mitigation (highway planting) for EA 1C821.",SB,34.39642025,-119.5112053,26,19,24,In Design,Santa Barbara 101 - 2.6 / R4.800,0 Lane mile(s)
22356,5,Santa Barbara,101,2.6,R4.800,Pavement,Post-Planning,2021/22,40.0,Yes,520000053.0,1C8A2,Santa Barbara (SBCAG),PRG,No,Segment 4A Mitigation Monitoring,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Lane mile(s),Check,,,,,"In Carpinteria, from Casitas Pass Overcrossing to 0.5 mile south of South Padaro Lane.  Environmental mitigation (biological monitoring) for EA 1C821.",SB,34.39642025,-119.5112053,26,19,24,In Design,Santa Barbara 101 - 2.6 / R4.800,0 Lane mile(s)
13649,5,Santa Barbara,101,4.4,R7.700,Pavement,Post-Planning,2020/21,78210.0,Yes,517000083.0,1C822,Santa Barbara (SBCAG),PPC,No,SB 101 Rehab - Padaro (Segment 4B),https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,11.5,Lane mile(s),Ok,Ok,Ok,11.492,Lane mile(s),"In and near Summerland, from 0.9 mile south of South Padaro Lane Undercrossing to 0.6 mile north of Padaro Lane Overcrossing.  Rehabilitate roadway.",SB,34.40577299,-119.53921979999998,26,19,24,In Design,Santa Barbara 101 - 4.4 / R7.700,11.5 Lane mile(s)
19946,5,Santa Barbara,101,9.2,11.9,Safety - Collision Reduction,Post-Planning,2022/23,30000.0, ,519000053.0,1C824,Santa Barbara (SBCAG),PRG,No,Montecito/Santa Barbara (Segments 4D-4E),https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,33.0,Collision(s) reduced,Ok,Ok,Ok,33.0,Collision(s) reduced,"In and near the city of Santa Barbara, from 0.2 mile north of Sheffield Drive Undercrossing to 0.4 mile south of Sycamore Creek Bridge.  Upgrade median barrier, enhance highway worker safety, rehabilitate drainage systems and pavement, and install Transportation Management System (TMS) elements.  (Local contribution for PA&ED, PS&E and R/W Sup as part of STIP project EA 0N70B.).",SB,34.42151163,-119.6174423,26,19,24,In Design,Santa Barbara 101 - 9.2 / 11.9,33 Collision(s) reduced
13254,5,Santa Barbara,101,11,,Mobility - ADA,Post-Planning,2020/21,8058.0, ,513000027.0,1E040,Santa Barbara (SBCAG),PPC,No,Butterfly Lane PUC ADA,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,2.0,Curb ramp(s),Ok,Ok,Ok,2.0,Curb ramp(s),"In the city of Santa Barbara, at Butterfly Lane Pedestrian Undercrossing.  Construct pedestrian ramps and sidewalks to comply with Americans with Disabilities Act (ADA) standards.",SB,34.42066137,-119.64766979999999,26,19,24,In Design,Santa Barbara 101 - 11 / ,2 Curb ramp(s)
19149,5,Santa Barbara,101,12.4,22.6,Pavement,Post-Planning,2025/26,62681.0,Yes,518000085.0,1J900,Santa Barbara (SBCAG),PRG,Yes,Santa Barbara 101 Pave,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,56.6,Lane mile(s),Ok,Ok,Ok,56.58,Lane mile(s),"In and near the cities of Santa Barbara and Goleta, from south of Milpas Street Undercrossing to North Fairview Avenue.  Rehabilitate pavement, replace bridge rail and seismic restoration, install Transportation Management System (TMS) elements, rehabilitate drainage systems, and enhance highway worker safety.
(Long Lead Project)",SB,34.42003743,-119.6709699,26,19,24,In Design,Santa Barbara 101 - 12.4 / 22.6,56.6 Lane mile(s)
22240,5,Santa Barbara,101,19.8,20.1,Major Damage - Emergency Opening,Post-Planning,2019/20,1375.0, ,520000044.0,1M630,Santa Barbara (SBCAG),PPC,No,Turnpike Sink Hole,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,1.0,Location(s),Ok,Ok,Ok,1.0,Location(s),"Near Santa Barbara, at Turnpike Road. Replace failed culvert.",SB,34.44212155,-119.78474990000001,26,19,24,In Design,Santa Barbara 101 - 19.8 / 20.1,1 Location(s)
13626,5,Santa Barbara,101,21.4,21.9,Bridge,Post-Planning,2021/22,17064.0,Yes,516000073.0,1H430,Santa Barbara (SBCAG),PPC,No,San Jose Ck Bridge replacement,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,2.0,Bridge(s),Ok,Ok,Ok,2.0,Bridge(s),"In Goleta, from Route 127 to 0.3 mile north of San Jose Creek Bridge No. 51-0163L/R.  Replace bridges.
(G13 Contingency)",SB,34.44160845,-119.8126371,26,19,24,In Design,Santa Barbara 101 - 21.4 / 21.9,2 Bridge(s)
21651,5,Santa Barbara,101,45,R50.0,Drainage,Planning,2024/25,8088.0,Yes,519000150.0,1M440,Santa Barbara (SBCAG),TYP,No,Gaviota Fish Passage,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,1.0,Culvert(s) (ea),Ok,Ok,Ok,1.0,Culvert(s) (ea),The scope of this planned project is under development in Santa Barbara County on Route 101 with primary work on Drainage.  Project will address 1 drainage system(s).,SB,34.47352397,-120.20965249999999,26,19,24,In Planning,Santa Barbara 101 - 45 / R50.0,1 Culvert(s) (ea)
9293,5,Santa Barbara,101,45.5,,Drainage,Post-Planning,2019/20,12413.0,Yes,512000068.0,0K330,Santa Barbara (SBCAG),PPC,No,Gaviota Culvert Replacement,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,3.0,Culvert(s) (ea),Ok,Ok,Ok,3.0,Culvert(s) (ea),Near Gaviota State Park.  Rehabilitate and upgrade existing drainage system.,SB,34.47345851,-120.2162607,26,19,24,In Design,Santa Barbara 101 - 45.5 / ,3 Culvert(s) (ea)
21756,5,Santa Barbara,101,45.5,,Drainage,Post-Planning,2019/20,230.0,Yes,519000058.0,0K331,Santa Barbara (SBCAG),PRG,No,Gaviota Culvert Replacement Seed Collection,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Culvert(s) (ea),Check,,,,,Near Gaviota State Park. Landscape mitigation (erosion control seed collection) for drainage system restoration project EA 0K330.,SB,34.47345851,-120.2162607,26,19,24,In Design,Santa Barbara 101 - 45.5 / ,0 Culvert(s) (ea)
21757,5,Santa Barbara,101,45.5,,Drainage,Post-Planning,2019/20,1034.0,Yes,519000059.0,0K332,Santa Barbara (SBCAG),PRG,No,Gaviota Culvert Replacement Landscape Mitigation,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Culvert(s) (ea),Check,,,,,Near Gaviota State Park. Landscape mitigation (plant propagation) for drainage system restoration project EA 0K330.,SB,34.47345851,-120.2162607,26,19,24,In Design,Santa Barbara 101 - 45.5 / ,0 Culvert(s) (ea)
15920,5,Santa Barbara,101,46.2,R52.300,Pavement,Post-Planning,2021/22,69203.0,Yes,517000002.0,1H860,Santa Barbara (SBCAG),PPC,No,Gaviota-Nojoqui CAPM,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,27.6,Lane mile(s),Ok,Ok,Ok,27.625,Lane mile(s),"Near Gaviota, from 0.1 mile south of Gaviota Beach State Park to Old Coast Highway.  Rehabilitate pavement. 
(G13 Contingency)",SB,34.47580886,-120.2274602,26,19,24,In Design,Santa Barbara 101 - 46.2 / R52.300,27.6 Lane mile(s)
13801,5,Santa Barbara,101,55.9,R56.200,Bridge,Post-Planning,2019/20,11242.0,Yes,514000061.0,1F790,Santa Barbara (SBCAG),PPC,No,Nojoqui Creek Bridge (51-0018) Railing Upgrade,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,844.0,Linear feet rail,Ok,Ok,Ok,844.0,Linear feet rail,"Near Buellton, from 0.1 mile south of Nojoqui Creek Bridge No. 51-0018L/R to 0.3 mile south of Santa Rosa Road Overcrossing.  Bridge rail replacement and widening.",SB,34.59480376,-120.1942628,26,19,24,In Design,Santa Barbara 101 - 55.9 / R56.200,844 Linear feet rail
22322,5,Santa Barbara,101,55.9,R56.200,Bridge,Post-Planning,2022/23,50.0,Yes,520000139.0,1F791,Santa Barbara (SBCAG),PRG,No,Nojoqui Bridge Rail - Bio Mitigation Monitoring,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,0.0,Linear feet rail,Check,Ok,Check,0.0,Bridge(s),"Near Buellton, from 0.1 mile south of Nojoqui Creek Bridge No. 51-0018L/R to 0.3 mile south of Santa Rosa Road Overcrossing.  Environmental mitigation for bridge rail replacement and widening project EA 1F790.",SB,34.59480376,-120.1942628,26,19,24,In Design,Santa Barbara 101 - 55.9 / R56.200,0 Linear feet rail
19147,5,Santa Barbara,101,65,84.1,Drainage,Post-Planning,2023/24,9908.0,Yes,518000215.0,1K510,Santa Barbara (SBCAG),PRG,No,Zaca Station to Orcutt Drainage Rehab,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,7.0,Culvert(s) (ea),Ok,Ok,Ok,7.0,Culvert(s) (ea),"Near Los Alamos and Orcutt, from 1.8 miles north of Route 154 to 0.2 mile south of South Santa Maria Undercrossing.  Rehabilitate drainage systems and lighting, and install Transportation Management System (TMS) elements.",SB,34.71094824,-120.18048059999998,26,19,24,In Design,Santa Barbara 101 - 65 / 84.1,7 Culvert(s) (ea)
16575,5,Santa Barbara,101,68.7,91,Roadside,Post-Planning,2020/21,7603.0, ,517000001.0,1H850,Santa Barbara (SBCAG),PPC,No,Santa Maria Roadside Safety Improvements Project,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,132.0,Location(s),Ok,Ok,Ok,132.0,Location(s),"In Santa Barbara and San Luis Obispo (PM 0.0/8.4) Counties, from Alisos Canyon Road to Los Berros Road at various locations.  Roadside safety improvements.",SB,34.73114165,-120.23518829999999,26,19,24,In Design,Santa Barbara 101 - 68.7 / 91,132 Location(s)
14019,5,Santa Barbara,101,70.7,71.2,Bridge,Post-Planning,2019/20,20545.0,Yes,514000003.0,1F500,Santa Barbara (SBCAG),PPC,No,101/135 Bridge Replacement,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,2.0,Bridge(s),Ok,Ok,Ok,2.0,Bridge(s),"In Los Alamos, at Route 101/135 Separation No. 51 -0073L/R; also on Route 135 (PM 0.1). Replace bridges.",SB,34.74041614,-120.26758980000001,26,19,24,In Design,Santa Barbara 101 - 70.7 / 71.2,2 Bridge(s)
20033,5,Santa Barbara,101,86.59,90.988,Pavement,Planning,2028/29,8809.0,Yes,,,Santa Barbara (SBCAG),TYP,No,,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,25.988000000000003,Lane mile(s),Ok,Ok,Ok,25.988000000000003,Lane mile(s),"The scope of this planned project is under development in Santa Barbara County on Route 101 with primary work on Pavement.  Project will address 26 lane miles of pavement, 12 TMS element(s), and 16 drainage system(s).",SB,34.92363209,-120.41781509999998,28,19,24,Conceptual,Santa Barbara 101 - 86.59 / 90.988,25.988 Lane mile(s)
19096,5,Santa Barbara,101,R0.000,R52.200,Drainage,Post-Planning,2026/27,34788.0,Yes,518000086.0,1J910,Santa Barbara (SBCAG),PRG,Yes,South Coast 101 Drainage,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,37.0,Culvert(s) (ea),Ok,Ok,Ok,37.0,Culvert(s) (ea),"In and near the cities of Carpinteria and Santa Barbara, from Ricon Point Road to south of Old Coast Highway at various locations.  Rehabilitate drainage systems and install Transportation Management System (TMS) elements.
(Long Lead Project)",SB,34.3765401,-119.47801580000001,26,19,24,In Design,Santa Barbara 101 - R0.000 / R52.200,37 Culvert(s) (ea)
11278,5,Santa Barbara,101,R36.000,R37.000,Bridge,Post-Planning,2022/23,48942.0,Yes,513000018.0,1C950,Santa Barbara (SBCAG),PPC,No,Refugio Bridge Replacement,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,3.0,Bridge(s),Ok,Ok,Ok,3.0,Bridge(s),"Near Goleta, from 0.6 mile south and 0.4 mile north of Refugio Road Undercrossing No. 51-0215L/R and Canada del Refugio No. 51-0030S. Replace two bridges and upgrade bridge railing on one bridge.",SB,34.46264302,-120.05835520000001,26,19,24,In Design,Santa Barbara 101 - R36.000 / R37.000,3 Bridge(s)
19150,5,Santa Barbara,101,R52.300,R56.100,Pavement,Post-Planning,2023/24,22912.0,Yes,518000209.0,1K450,Santa Barbara (SBCAG),PRG,No,North Nojoqui Grade CAPM & Drainage,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,14.4,Lane mile(s),Ok,Ok,Ok,14.41,Lane mile(s),"Near Buellton, from Old Coast Highway to south of Santa Rosa Road Overcrossing.  Rehabilitate pavement and drainage systems.",SB,34.54506731,-120.1938442,26,19,24,In Design,Santa Barbara 101 - R52.300 / R56.100,14.4 Lane mile(s)
19937,5,Santa Barbara,101,R56.09,65,Pavement,Planning,2024/25,36678.0,Yes,519000066.0,1M100,Santa Barbara (SBCAG),PRG,No,North Buellton CAPM,https://dot.ca.gov/caltrans-near-me/district-5/district-5-current-projects,,District 5 - San Luis Obispo / Santa Barbara,"50 Higuera Street
San Luis Obispo, CA 93401-5415","50 Higuera Street
San Luis Obispo, CA 93401-5415",(805) 549-3111, Info-d5@dot.ca.gov ,34.492,Lane mile(s),Ok,Ok,Ok,34.492,Lane mile(s),"The scope of this planned project is under development in Santa Barbara County on Route 101 with primary work on Pavement.  Project will address 34.5 lane miles of pavement, 5 TMS element(s), and 2 drainage system(s).",SB,34.59739231,-120.1933317,26,19,24,In Planning,Santa Barbara 101 - R56.09 / 65,34.492 Lane mile(s)
